Time,SumValue
"16/08/2022, 13:30",1.246090055
"16/08/2022, 13:45",4.616572857
"16/08/2022, 14:00",1.805642962
"16/08/2022, 14:15",3.750628948
"16/08/2022, 14:30",3.467078924
"16/08/2022, 14:45",1.67989397
"16/08/2022, 15:00",6.098722935
"16/08/2022, 15:15",3.35119009
"16/08/2022, 15:30",3.35119009
"16/08/2022, 15:45",1.328230977
"16/08/2022, 16:00",6.686635971
"16/08/2022, 16:15",5.928000927
"16/08/2022, 16:30",6.272556782
"16/08/2022, 16:45",1.171298981
"16/08/2022, 17:00",7.513379097
"16/08/2022, 17:15",5.192089081
"16/08/2022, 17:30",4.698402882
"16/08/2022, 17:45",5.752880096
"16/08/2022, 18:00",5.706278801
"16/08/2022, 18:15",3.482454062
"16/08/2022, 18:30",5.636071205
"16/08/2022, 18:45",3.616955996
"16/08/2022, 19:00",6.029837132
"16/08/2022, 19:15",5.099748135
"16/08/2022, 19:30",9.353179932
"16/08/2022, 19:45",2.426706076
"16/08/2022, 20:00",3.410953999
"16/08/2022, 20:15",2.081841946
"16/08/2022, 20:30",2.269051075
"16/08/2022, 20:45",1.308431983
"16/08/2022, 21:00",2.310511112
"16/08/2022, 21:15",2.542288065
"16/08/2022, 21:30",1.526695013
"16/08/2022, 21:45",1.960878015
"16/08/2022, 22:00",4.263093948
"16/08/2022, 22:15",4.7889781
"16/08/2022, 22:30",1.41189003
"16/08/2022, 22:45",6.261815071
"16/08/2022, 23:00",1.821212053
"16/08/2022, 23:15",1.734717965
"16/08/2022, 23:30",2.259900093
"16/08/2022, 23:45",8.834732056
"17/08/2022, 00:00",0.697694004
"17/08/2022, 00:15",1.668287039
"17/08/2022, 00:30",1.100803971
"17/08/2022, 00:45",1.19839704
"17/08/2022, 01:00",1.159960032
"17/08/2022, 01:15",1.351019025
"17/08/2022, 01:30",1.983299017
"17/08/2022, 01:45",1.44036901
"17/08/2022, 02:00",1.48785305
"17/08/2022, 02:15",1.368947029
"17/08/2022, 02:30",1.209504008
"17/08/2022, 02:45",1.407516003
"17/08/2022, 03:00",1.346462965
"17/08/2022, 03:15",1.535951972
"17/08/2022, 03:30",1.354712963
"17/08/2022, 03:45",1.625069976
"17/08/2022, 04:00",1.604372978
"17/08/2022, 04:15",1.403239965
"17/08/2022, 04:30",1.151533008
"17/08/2022, 04:45",1.280393004
"17/08/2022, 05:00",1.846086979
"17/08/2022, 05:15",2.573735952
"17/08/2022, 05:30",1.767205
"17/08/2022, 05:45",1.834779024
"17/08/2022, 06:00",-1.004860044
"17/08/2022, 06:15",2.372447014
"17/08/2022, 06:30",1.135964036
"17/08/2022, 06:45",1.542809963
"17/08/2022, 07:00",1.868705034
"17/08/2022, 07:15",3.366599083
"17/08/2022, 07:30",0.143512994
"17/08/2022, 07:45",5.825359821
"17/08/2022, 08:00",4.375276089
"17/08/2022, 08:15",3.966845989
"17/08/2022, 08:30",5.452504158
"17/08/2022, 08:45",6.820965767
"17/08/2022, 09:00",8.51905632
"17/08/2022, 09:15",1.390663981
"17/08/2022, 09:30",1.390663981
"17/08/2022, 09:45",6.934537888
"17/08/2022, 10:00",6.934537888
"17/08/2022, 10:15",1.257202983
"17/08/2022, 10:30",-1.475129008
"17/08/2022, 10:45",2.357279062
"17/08/2022, 11:00",6.93892622
"17/08/2022, 11:15",4.247766018
"17/08/2022, 11:30",4.377700806
"17/08/2022, 11:45",3.021224022
"17/08/2022, 12:00",2.069451094
"17/08/2022, 12:15",5.129281044
"17/08/2022, 12:30",2.495290995
"17/08/2022, 12:45",7.86924696
"17/08/2022, 13:00",5.020507813
"17/08/2022, 13:15",5.020507813
"17/08/2022, 13:30",5.432532787
"17/08/2022, 13:45",5.868606091
"17/08/2022, 14:00",5.459507942
"17/08/2022, 14:15",5.459507942
"17/08/2022, 14:30",5.459507942
"17/08/2022, 14:45",2.995784044
"17/08/2022, 15:00",2.995784044
"17/08/2022, 15:15",8.513897896
"17/08/2022, 15:30",7.142947197
"17/08/2022, 15:45",6.700743198
"17/08/2022, 16:00",4.156328201
"17/08/2022, 16:15",4.156328201
"17/08/2022, 16:30",6.987820148
"17/08/2022, 16:45",5.424584866
"17/08/2022, 17:00",5.424584866
"17/08/2022, 17:15",7.482400894
"17/08/2022, 17:30",7.780128002
"17/08/2022, 17:45",7.780128002
"17/08/2022, 18:00",7.24674511
"17/08/2022, 18:15",2.862200022
"17/08/2022, 18:30",5.063370228
"17/08/2022, 18:45",2.715924025
"17/08/2022, 19:00",8.063799858
"17/08/2022, 19:15",3.064949989
"17/08/2022, 19:30",6.507732868
"17/08/2022, 19:45",2.60748291
"17/08/2022, 20:00",6.086379051
"17/08/2022, 20:15",3.528378963
"17/08/2022, 20:30",3.751816988
"17/08/2022, 20:45",2.213656902
"17/08/2022, 21:00",2.009368896
"17/08/2022, 21:15",1.662711024
"17/08/2022, 21:30",4.355988979
"17/08/2022, 21:45",1.915441036
"17/08/2022, 22:00",1.643718004
"17/08/2022, 22:15",1.575891972
"17/08/2022, 22:30",2.071388006
"17/08/2022, 22:45",1.797055006
"17/08/2022, 23:00",2.931636095
"17/08/2022, 23:15",1.514044046
"17/08/2022, 23:30",2.198065996
"17/08/2022, 23:45",2.015588045
"18/08/2022, 00:00",2.275428057
"18/08/2022, 00:15",1.104027033
"18/08/2022, 00:30",1.441218972
"18/08/2022, 00:45",1.271325946
"18/08/2022, 01:00",1.271325946
"18/08/2022, 01:15",1.271325946
"18/08/2022, 01:30",1.271325946
"18/08/2022, 01:45",1.506271958
"18/08/2022, 02:00",2.930696011
"18/08/2022, 02:15",2.173449993
"18/08/2022, 02:30",1.357254028
"18/08/2022, 02:45",1.601608038
"18/08/2022, 03:00",1.166046977
"18/08/2022, 03:15",1.185222983
"18/08/2022, 03:30",0.934562981
"18/08/2022, 03:45",1.080929041
"18/08/2022, 04:00",1.209872961
"18/08/2022, 04:15",1.012990952
"18/08/2022, 04:30",0.964371979
"18/08/2022, 04:45",1.06617403
"18/08/2022, 05:00",3.758543015
"18/08/2022, 05:15",1.768316984
"18/08/2022, 05:30",1.585805058
"18/08/2022, 05:45",-0.682704985
"18/08/2022, 06:00",1.827957034
"18/08/2022, 06:15",0.386698008
"18/08/2022, 06:30",6.018948078
"18/08/2022, 06:45",2.850634098
"18/08/2022, 07:00",3.430648088
"18/08/2022, 07:15",0.004043
"18/08/2022, 07:30",4.307458878
"18/08/2022, 07:45",1.509456992
"18/08/2022, 08:00",1.337028027
"18/08/2022, 08:15",1.241397977
"18/08/2022, 08:30",4.912591934
"18/08/2022, 08:45",5.783518791
"18/08/2022, 09:00",0.038589001
"18/08/2022, 09:15",3.52914691
"18/08/2022, 09:30",3.128534079
"18/08/2022, 09:45",5.327951908
"18/08/2022, 10:00",2.84483099
"18/08/2022, 10:15",6.004967213
